"Institution Name","Administrative Unit Number","School Branch","Category","Status","Phone Number","Phone_Number_Extn","Web_Address","County","City","Primary Administrator","School Year"
"Brigham Young University-Hawaii","416004096","0","Non-Approved Out of State College and University","Open","8086753211",,"http://www.byuh.edu/","Out-of-State",,,"SY2324"
"Brigham Young University-Idaho","414000136","0","Non-Approved Out of State College and University","Open","2084962411",,"http://www.byui.edu","Out-of-State",,,"SY2324"
"Brite Divinity School","470008298","0","Non-Approved Out of State College and University","Open","8172577575",,"http://www.brite.tcu.edu","Out-of-State",,,"SY2324"
"Broadview University","476000979","0","Non-Approved Out of State College and University","Open",,,"http://www.broadviewuniversity.edu","Out-of-State",,,"SY2324"
"Broadview University-Layton","435001487","0","Non-Approved Out of State College and University","Open","8016606000",,"http://www.broadviewuniversity.edu","Out-of-State",,,"SY2324"
"Broadview University-Orem Campus","447003665","0","Non-Approved Out of State College and University","Open","8018225800",,"http://www.broadviewuniversity.edu","Out-of-State",,,"SY2324"
"Broadview University-Salt Lake City","491003147","0","Non-Approved Out of State College and University","Open","8013004300",,"http://www.broadviewuniversity.edu/","Out-of-State",,,"SY2324"
"Brockway Center for Arts and Technology","406335299","0","Private Licensed School","Open","8142651111",,"http://www.brockwaycat.org","Jefferson",,"Ms Deborah   Heigel , Chief Executive Officer","SY2324"
"Brookline College","499000409","0","Non-Approved Out of State College and University","Open","6022426265",,"http://www.brooklinecollege.edu","Out-of-State",,,"SY2324"
"Brooklyn Law School","410006701","0","Non-Approved Out of State College and University","Open","7186252200",,"http://www.brooklaw.edu","Out-of-State",,,"SY2324"
"Brooks Institute","424004248","0","Non-Approved Out of State College and University","Open","8059663888",,"http://www.brooks.edu","Out-of-State",,,"SY2324"
"Broward College","475008010","0","Non-Approved Out of State College and University","Open","9542017400",,"http://www.broward.edu","Out-of-State",,,"SY2324"
"Brown College","448003975","0","Non-Approved Out of State College and University","Open","6519053400",,"http://www.browncollege.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Boise","493000886","0","Non-Approved Out of State College and University","Open","2083218800",,"http://www.brownmackie.edu/","Out-of-State",,,"SY2324"
"Brown Mackie College-Fort Wayne","480000586","0","Non-Approved Out of State College and University","Open","2604844400",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Indianapolis","470006487","0","Non-Approved Out of State College and University","Open","3175548300",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Louisville","487009772","0","Non-Approved Out of State College and University","Open","5029687191",,,"Out-of-State",,,"SY2324"
"Brown Mackie College-Merrillville","472009356","0","Non-Approved Out of State College and University","Open",,,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Miami","441006164","0","Non-Approved Out of State College and University","Open","3053416600",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Michigan City","469002939","0","Non-Approved Out of State College and University","Open","2198773100",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Phoenix","409006458","0","Non-Approved Out of State College and University","Open",,,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-South Bend","468006735","0","Non-Approved Out of State College and University","Open","5742370774",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Tucson","492002206","0","Non-Approved Out of State College and University","Open","5203193300",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown Mackie College-Tulsa","433002216","0","Non-Approved Out of State College and University","Open","9186283700",,"http://www.brownmackie.edu","Out-of-State",,,"SY2324"
"Brown University","498007809","0","Non-Approved Out of State College and University","Open","4018631000",,"http://www.brown.edu","Out-of-State",,,"SY2324"
"Bryan College","405004676","0","Non-Approved Out of State College and University","Open","4237752041",,"http://www.bryan.edu","Out-of-State",,,"SY2324"
"BryanLGH College of Health Sciences","401001558","0","Non-Approved Out of State College and University","Open","4024813801",,"http://www.bryanlghcollege.edu","Out-of-State",,,"SY2324"
"Bryant & Stratton College-Hampton","442004435","0","Non-Approved Out of State College and University","Open","7578966001",,,"Out-of-State",,,"SY2324"
"Bryant and Stratton College-Amherst Campus","422009647","0","Non-Approved Out of State College and University","Open","7166910012",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Buffalo Campus","428001686","0","Non-Approved Out of State College and University","Open","7168849120",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Eastlake Campus","466007459","0","Non-Approved Out of State College and University","Open",,,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Glendale","424004932","0","Non-Approved Out of State College and University","Open","4149619600",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Milwaukee","471003620","0","Non-Approved Out of State College and University","Open","4142765200",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Parma","485003785","0","Non-Approved Out of State College and University","Open","2162653151",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Richmond","438006517","0","Non-Approved Out of State College and University","Open","8047452444",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Southtowns Campus","463009865","0","Non-Approved Out of State College and University","Open","7166779500",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Virginia Beach","463009370","0","Non-Approved Out of State College and University","Open","7574997900",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant and Stratton College-Wauwatosa","415009771","0","Non-Approved Out of State College and University","Open","4143027000",,"http://www.bryantstratton.edu","Out-of-State",,,"SY2324"
"Bryant University","460006250","0","Non-Approved Out of State College and University","Open","4012326000",,"http://www.bryant.edu","Out-of-State",,,"SY2324"
"Bryn Athyn Coll of New Church","423460104","0","Private College and University","Open","2679382543",,"https://brynathyn.edu/","Montgomery",,"Mr Brian   Blair , Chief Executive Officer","SY2324"
"Bryn Mawr College","423460604","0","Private College and University","Open","6105265000",,"https://www.brynmawr.edu","Montgomery",,"Dr Kimberly   Wright Cassidy , Chief Executive Officer","SY2324"
"Bucknell University","416600704","0","Private College and University","Open","5705772000",,"https://www.bucknell.edu","Union","Lewisburg","Dr John C Bravman , Chief Executive Officer","SY2324"
"Bucks Co CC/ Lower County Cps","422090752","1412","Community College","Open","2676854800",,"http://www.bucks.edu/about/campus/lbc/","Bucks",,"Dr Patrick M Jones , Chief Administrative Officer","SY2324"
"Bucks Co CC/Upper County Cps","422090752","1410","Community College","Open","2152587700",,"http://www.bucks.edu/about/campus/ubc/","Bucks",,"Dr Patrick M Jones , Chief Executive Officer","SY2324"
"Bucks Co Sch of Beauty Culture","409221987","0","Other Approved School","Open","2153220666",,"http://bcsbc.edu/","Bucks",,"Mr Stephen A Wallin , Chief Executive Officer","SY2324"
"Bucks County Community College / Main","422090752","0","Community College","Open","2159688000",,"https://www.bucks.edu","Bucks",,"Dr Kelly   Kelleway , Chief Executive Officer","SY2324"
"Buena Vista University","431002890","0","Non-Approved Out of State College and University","Open","7127492400",,"http://www.bvu.edu","Out-of-State",,,"SY2324"
"Burlington College","445009046","0","Non-Approved Out of State College and University","Open","8028629616",,"http://www.burlington.edu","Out-of-State",,,"SY2324"
"Butler County Community College","404100852","0","Community College","Open","7242878711",,"https://www.bc3.edu/","Butler",,"Ms Megan   Coval , Chief Executive Officer","SY2324"
"Butler University","495001391","0","Non-Approved Out of State College and University","Open","3179408000",,"http://www.butler.edu","Out-of-State",,,"SY2324"
"Byzantine Catholic Seminary","402020805","0","Theological Seminary","Open","4123217550",,"https://www.bcs.edu/","Allegheny",,"Rev Ronald C Barusefski , Chief Executive Officer","SY2324"
"Cabarrus College of Health Sciences","476009998","0","Non-Approved Out of State College and University","Open","7044031555",,"http://www.cabarruscollege.edu","Out-of-State",,,"SY2324"
"Cabrini University","425230904","0","Private College and University","Open","6109028100",,"https://www.cabrini.edu","Delaware",,"Ms Helen   Drinan MBA, Chief Executive Officer","SY2324"
"Cairn University","422097304","0","Private College and University","Open","2157525800",,"https://cairn.edu/","Bucks",,"Dr Todd J Williams , Chief Executive Officer","SY2324"
"Caldwell College","417004665","0","Non-Approved Out of State College and University","Open","9736183000",,"http://www.caldwell.edu","Out-of-State",,,"SY2324"
"California Baptist University","471002712","0","Non-Approved Out of State College and University","Open","9516895771",,"http://www.calbaptist.edu","Out-of-State",,,"SY2324"
"California Christian College","492008399","0","Non-Approved Out of State College and University","Open","5592514215",,"http://www.calchristiancollege.org","Out-of-State",,,"SY2324"
"California College of the Arts","424001328","0","Non-Approved Out of State College and University","Open","5105943600",,"http://www.cca.edu","Out-of-State",,,"SY2324"
"California College-San Diego","405008672","0","Non-Approved Out of State College and University","Open",,,"http://www.cc-sd.edu","Out-of-State",,,"SY2324"
"California Institute of Integral Studies","458002441","0","Non-Approved Out of State College and University","Open","4155756100",,"http://www.ciis.edu","Out-of-State",,"Dr S. Brock   Blomberg , Chief Executive Officer","SY2324"
"California Institute of Technology","432002348","0","Non-Approved Out of State College and University","Open","6263956811",,"http://www.caltech.edu","Out-of-State",,,"SY2324"
"California Institute of the Arts","402003340","0","Non-Approved Out of State College and University","Open","6612551050",,"http://www.calarts.edu","Out-of-State",,,"SY2324"
"California Lutheran University","465004514","0","Non-Approved Out of State College and University","Open","8054922411",,"http://www.callutheran.edu/","Out-of-State",,,"SY2324"
"California Maritime Academy","498005292","0","Non-Approved Out of State College and University","Open","7076541000",,"http://www.csum.edu","Out-of-State",,,"SY2324"
"California Polytechnic State University-San Luis Obispo","444000737","0","Non-Approved Out of State College and University","Open","8057561111",,"http://www.calpoly.edu","Out-of-State",,,"SY2324"
"California State Polytechnic University-Pomona","495007674","0","Non-Approved Out of State College and University","Open","9098697659",,"http://www.csupomona.edu","Out-of-State",,,"SY2324"
